vessel_key,identity_basis,name,imo,mmsi,operator,ais_type,type_label,length_m,width_m,gross_tonnage,dimension_quality,size_band_reliable,existing_cruise_classification,candidate_classification,confidence_score,classification_reasons,exclusion_reasons,total_estimated_co2_tonnes,latest_month_estimated_co2_tonnes,observation_count,active_days,first_observed,latest_observed
MMSI:257090700,MMSI,BATSERVISE IX,,257090700,,Passenger ship,Passenger ship,40,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,113.474,113.474,89,2,2026-07-01T14:40:36.798Z,2026-07-02T14:49:46.504Z
MMSI:244750035,MMSI,OPHEUSDENSEVEER,,244750035,,Passenger ship,Passenger ship,40,19,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,112.976,112.976,141,2,2026-07-01T14:34:28.087Z,2026-07-02T14:48:19.866Z
MMSI:244790086,MMSI,SUPPERCLUB CRUISE,,244790086,,Passenger ship,Passenger ship,51,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,0,0,119,2,2026-07-01T14:48:12.011Z,2026-07-02T14:50:52.730Z
MMSI:244630159,MMSI,NOORDWESTHOEK 1,,244630159,,Passenger ship,Passenger ship,37,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,138.013,138.013,153,2,2026-07-01T14:32:42.210Z,2026-07-02T14:46:11.693Z
MMSI:211577480,MMSI,NIEDERRHEIN,,211577480,,Passenger ship,Passenger ship,40,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,102.114,102.114,16,2,2026-07-01T16:22:21.614Z,2026-07-02T14:35:46.056Z
MMSI:211512430,MMSI,HANSEATIC,,211512430,,Passenger ship,Passenger ship,50,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,0,0,136,2,2026-07-01T14:31:27.242Z,2026-07-02T14:50:57.798Z
MMSI:235052123,MMSI,MILLENNIUM CITY,,235052123,,Passenger ship,Passenger ship,38,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,115.517,115.517,133,2,2026-07-01T14:49:15.080Z,2026-07-02T14:45:38.426Z
MMSI:244010913,MMSI,ALPHEN,,244010913,,Passenger ship,Passenger ship,36,18,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,132.432,132.432,128,2,2026-07-01T14:28:04.899Z,2026-07-02T14:49:34.028Z
MMSI:367799590,MMSI,MISS FREEDOM,,367799590,,Passenger ship,Passenger ship,40,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,85.722,85.722,30,2,2026-07-01T15:55:42.831Z,2026-07-02T14:49:05.345Z
MMSI:211508850,MMSI,STADT REES,,211508850,,Passenger ship,Passenger ship,43,25,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,52.739,52.739,35,1,2026-07-02T12:21:35.150Z,2026-07-02T14:48:35.015Z
MMSI:367437970,MMSI,PORTLAND SPIRIT,,367437970,,60,60,46,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.7,MMSI present; AIS/type metadata: 60,dimensions are implausible for a yacht analysis,14.549,14.549,12,1,2026-07-01T16:35:50.523Z,2026-07-01T18:15:49.331Z
MMSI:244001992,MMSI,SCHILKSEE,,244001992,,Passenger ship,Passenger ship,34,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,129.46800000000002,129.46800000000002,188,2,2026-07-01T14:38:33.199Z,2026-07-02T14:49:42.208Z
MMSI:244730365,MMSI,VRIJHEID,,244730365,,Passenger ship,Passenger ship,38,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,87.117,87.117,123,2,2026-07-01T14:40:11.337Z,2026-07-02T14:50:50.280Z
MMSI:368028720,MMSI,MISS NEW YORK,,368028720,,Passenger ship,Passenger ship,37,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,94.317,94.317,25,2,2026-07-01T16:28:54.596Z,2026-07-02T14:51:02.280Z
MMSI:244138490,MMSI,PRINSES AMALIA,,244138490,,69,69,45,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.7,MMSI present; AIS/type metadata: 69,dimensions are implausible for a yacht analysis,11.983,11.983,33,2,2026-07-01T14:39:13.194Z,2026-07-02T12:42:53.009Z
MMSI:244574000,MMSI,PR.WILLEM ALEXANDER,,244574000,,Passenger ship,Passenger ship,38,18,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,79.19600000000001,79.19600000000001,113,2,2026-07-01T15:38:24.936Z,2026-07-02T14:51:10.998Z
MMSI:230035990,MMSI,OSTERN,,230035990,,Passenger ship,Passenger ship,33,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,124.06199999999998,124.06199999999998,59,2,2026-07-01T14:43:11.365Z,2026-07-02T14:39:49.323Z
MMSI:219015127,MMSI,EGHOLM II,,219015127,,Passenger ship,Passenger ship,38,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,69.33,69.33,78,2,2026-07-01T15:30:06.311Z,2026-07-02T14:42:19.684Z
MMSI:244030940,MMSI,WITTE DE WITH,,244030940,,Passenger ship,Passenger ship,38,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,68.06,68.06,142,2,2026-07-01T14:30:13.391Z,2026-07-02T14:49:18.530Z
MMSI:211217860,MMSI,ROSTOCKER7,,211217860,,Passenger ship,Passenger ship,39,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,57.298,57.298,140,2,2026-07-01T14:28:35.016Z,2026-07-02T14:49:35.196Z
MMSI:368144670,MMSI,FRANKLIN D ROOSEVELT,,368144670,,Passenger ship,Passenger ship,36,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,76.006,76.006,86,2,2026-07-01T14:46:20.636Z,2026-07-02T14:49:42.374Z
MMSI:211871880,MMSI,RUTH,,211871880,,Passenger ship,Passenger ship,32,24,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,113.623,113.623,160,2,2026-07-01T14:36:22.665Z,2026-07-02T14:51:02.644Z
MMSI:244730008,MMSI,BRUINVIS,,244730008,,Passenger ship,Passenger ship,42,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,0,0,129,2,2026-07-01T14:34:46.369Z,2026-07-02T14:51:16.143Z
MMSI:218029270,MMSI,ELSE,,218029270,,Passenger ship,Passenger ship,36,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,54.732,54.732,44,2,2026-07-01T17:11:11.779Z,2026-07-02T14:47:52.075Z
MMSI:503106790,MMSI,BALMORAL,,503106790,,Passenger ship,Passenger ship,35,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,63.202,63.202,76,2,2026-07-01T15:31:35.483Z,2026-07-02T14:47:23.858Z
MMSI:235054917,MMSI,CITY GAMMA,,235054917,,Passenger ship,Passenger ship,31,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,91.278,91.278,101,2,2026-07-01T14:43:40.007Z,2026-07-02T14:51:16.098Z
MMSI:503106820,MMSI,FAIRLIGHT,,503106820,,Passenger ship,Passenger ship,35,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,45.913,45.913,128,2,2026-07-01T15:13:36.183Z,2026-07-02T14:49:59.967Z
MMSI:503106810,MMSI,CLONTARF,,503106810,,60,60,35,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.7,MMSI present; AIS/type metadata: 60,dimensions are implausible for a yacht analysis,45.838,45.838,50,1,2026-07-02T12:07:45.813Z,2026-07-02T14:48:37.708Z
MMSI:338224000,MMSI,DOC MAYNARD,,338224000,,Passenger ship,Passenger ship,31,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,81.213,81.213,169,2,2026-07-01T15:15:55.015Z,2026-07-02T14:51:06.829Z
MMSI:211462760,MMSI,STOLPMUENDE,,211462760,,Passenger ship,Passenger ship,30,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,88.113,88.113,111,2,2026-07-01T14:44:58.915Z,2026-07-02T14:50:18.807Z
MMSI:244740616,MMSI,BREEVEERTIEN,,244740616,,Passenger ship,Passenger ship,33,15,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,57.048,57.048,63,2,2026-07-01T14:54:43.768Z,2026-07-02T14:46:40.813Z
MMSI:211594530,MMSI,AUDORF,,211594530,,69,69,29,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.7,MMSI present; AIS/type metadata: 69,dimensions are implausible for a yacht analysis,91.602,91.602,108,2,2026-07-01T14:44:23.502Z,2026-07-02T14:49:13.313Z
